vmId,vmTypeId,priority,time,core,memory,machineId,status
1530950,42,0,1.157401129603386e-05,0.019230769230769232,0.012444444444444444,16,start
5523507,73,0,1.157401129603386e-05,0.038461538461538464,0.049777777777777775,16,start
6634054,64,0,1.157401129603386e-05,0.009615384615384616,0.006222222222222222,16,start
7403602,68,0,1.157401129603386e-05,0.15384615384615385,0.09955555555555555,16,start
7403603,68,0,1.157401129603386e-05,0.15384615384615385,0.09955555555555555,16,start
7403604,68,0,1.157401129603386e-05,0.15384615384615385,0.09955555555555555,16,start
2835452,73,0,2.314802259206772e-05,0.038461538461538464,0.049777777777777775,16,start
2835453,73,0,2.314802259206772e-05,0.038461538461538464,0.049777777777777775,16,start
3571677,112,0,2.314802259206772e-05,0.0033653846153846156,0.0035555555555555557,16,start
5509912,138,0,2.314802259206772e-05,0.019230769230769232,0.028444444444444446,16,start
307232,466,0,3.472203388810158e-05,0.3076923076923077,0.45511111111111113,16,start
1854999,9,0,3.472203388810158e-05,0.07692307692307693,0.05688888888888889,16,start
2828640,73,0,3.472203388810158e-05,0.038461538461538464,0.049777777777777775,16,start
2828641,73,0,3.472203388810158e-05,0.038461538461538464,0.049777777777777775,16,start
3571678,112,0,3.472203388810158e-05,0.0033653846153846156,0.0035555555555555557,16,start
7245120,112,0,3.472203388810158e-05,0.0033653846153846156,0.0035555555555555557,16,start
7245121,112,0,3.472203388810158e-05,0.0033653846153846156,0.0035555555555555557,16,start
143948,122,0,4.6296510845422745e-05,0.009615384615384616,0.014222222222222223,16,start
143949,122,0,4.6296510845422745e-05,0.009615384615384616,0.014222222222222223,16,start
143950,122,0,4.6296510845422745e-05,0.009615384615384616,0.014222222222222223,16,start
3571679,112,0,4.6296510845422745e-05,0.0033653846153846156,0.0035555555555555557,16,start
5468059,112,0,4.6296510845422745e-05,0.0033653846153846156,0.0035555555555555557,16,start
5509913,66,0,4.6296510845422745e-05,0.038461538461538464,0.024888888888888887,16,start
6269968,42,0,4.6296510845422745e-05,0.019230769230769232,0.012444444444444444,16,start
2094059,16,0,5.7870522141456604e-05,0.0038461538461538464,0.0035555555555555557,16,start
2094060,16,0,5.7870522141456604e-05,0.0038461538461538464,0.0035555555555555557,16,start
7245122,112,0,5.7870522141456604e-05,0.0033653846153846156,0.0035555555555555557,16,start
7245123,112,0,5.7870522141456604e-05,0.0033653846153846156,0.0035555555555555557,16,start
3748439,136,0,8.101854473352432e-05,0.009615384615384616,0.014222222222222223,16,start
3748440,136,0,8.101854473352432e-05,0.009615384615384616,0.014222222222222223,16,start
3748441,136,0,8.101854473352432e-05,0.009615384615384616,0.014222222222222223,16,start
3748442,136,0,8.101854473352432e-05,0.009615384615384616,0.014222222222222223,16,start
5342439,41,0,8.101854473352432e-05,0.009615384615384616,0.006222222222222222,16,start
5509914,66,0,0.00010416656732559204,0.038461538461538464,0.024888888888888887,16,start
271706,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271707,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271708,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271709,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271710,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271711,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271712,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271713,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271714,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271715,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271716,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271717,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271718,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271719,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271720,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271721,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271722,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271723,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271724,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271725,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271726,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271727,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271728,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271729,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271730,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271731,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271732,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271733,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271734,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271735,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271736,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271737,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271738,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271739,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271740,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271741,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271742,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271743,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271744,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
271745,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882762,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882763,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882764,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882765,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882766,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882767,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882768,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882769,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882770,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882771,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882772,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882773,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882774,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882775,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882776,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882777,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882778,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882779,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882780,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882781,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882782,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882783,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882784,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882785,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882786,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882787,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882788,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882789,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882790,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882791,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882792,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882793,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882794,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882795,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882796,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882797,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882798,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882799,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882800,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2882801,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6635833,73,0,0.0001157405786216259,0.038461538461538464,0.049777777777777775,16,start
6874506,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874507,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874508,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874509,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874510,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874511,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874512,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874513,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874514,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874515,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874516,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874517,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874518,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874519,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874520,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874521,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874522,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874523,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874524,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
6874525,67,1,0.0001157405786216259,0.07692307692307693,0.049777777777777775,16,start
2448026,47,1,0.00012731458991765976,0.038461538461538464,0.049777777777777775,16,start
2448027,47,1,0.00012731458991765976,0.038461538461538464,0.049777777777777775,16,start
2882802,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882803,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882804,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882805,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882806,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882807,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882808,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882809,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882810,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882811,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882812,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882813,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882814,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882815,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882816,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882817,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882818,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882819,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882820,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882821,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882822,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882823,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882824,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882825,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882826,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882827,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882828,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882829,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882830,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882831,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882832,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882833,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882834,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882835,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882836,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882837,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882838,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882839,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882840,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882841,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882842,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882843,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882844,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882845,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882846,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882847,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882848,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882849,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882850,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882851,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
2882852,67,1,0.00012731458991765976,0.07692307692307693,0.049777777777777775,16,start
